path,table,rows,columns,weather_columns,target_year_hits
weather/output/unified_attempt_chronology_constraint_ledger_v3.csv,CSV,153,36,,2018
weather/output/unified_attempt_chronology_constraint_ledger_v4.csv,CSV,155,36,,2018
weather/output/unified_attempt_chronology_constraint_ledger_v5.csv,CSV,157,36,,2018
weather/output/unified_attempt_chronology_constraint_ledger_v6.csv,CSV,158,36,,2018
weather/output/unified_attempt_chronology_constraint_ledger_v7.csv,CSV,159,36,,2018
weather/output/unified_attempt_chronology_constraint_ledger_v8.csv,CSV,160,36,,2018
weather/output/unified_attempt_chronology_constraint_ledger_v9.csv,CSV,162,36,,2018
weather/output/unified_attempt_chronology_constraint_summary_v1.csv,CSV,5,5,,
weather/output/unified_attempt_chronology_constraint_summary_v2.csv,CSV,5,5,,
weather/output/unified_attempt_chronology_constraint_summary_v3.csv,CSV,5,5,,
weather/output/unified_attempt_chronology_constraint_summary_v4.csv,CSV,5,4,,
weather/output/unified_secondary_evidence_integration_v1_qa.csv,CSV,11,3,,
weather/ptsc_source_block_verification.csv,CSV,5,9,,
weather/timing71_environment_field_audit.csv,CSV,6,15,tracktemp_token_file_count | ambient_token_file_count | humidity_token_file_count | wind_token_file_count | pressure_token_file_count | tiretemperature_token_file_count | tyretemperature_token_file_count,
weather/tire_telemetry_availability.csv,CSV,5,9,tire_carcass_temperature | tire_surface_temperature | tire_pressure_time_series,
weather/track_condition_coverage_audit.csv,CSV,5,22,track_temperature_status | indycar_official_structured_track_feed_status | ptsc_track_temperature_observation_count | independent_editorial_or_secondary_track_anchor_count | numeric_track_temperature_observation_count_total | ptsc_pressure_valid_rows | ptsc_pressure_invalid_rows | rubber_track_evolution_status,
weather/track_condition_evidence.csv,CSV,179,21,,2025
weather/track_condition_recon_qa.csv,CSV,19,3,,
weather/track_condition_reconnaissance_freeze_manifest.csv,CSV,9,3,,
weather/track_condition_source_catalog.csv,CSV,38,11,,2025
weather/track_temperature_anchor_reconciliation.csv,CSV,3,12,ptsc_track_f | ptsc_track_minus_anchor_f,
