fused_decision_id,regime,feasible_action,cutoff_policy_id,assumed_time_remaining_minutes,p_complete,p_cross_benchmark,p_no_result,mean_final_speed_mph
DAY1::DAY1_2021_1_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_15MIN,15,0.262,0.129,0.738,230.7142428
DAY1::DAY1_2021_1_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_20MIN,20,0.507,0.2435,0.493,230.6814065
DAY1::DAY1_2021_1_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_30MIN,30,0.507,0.2435,0.493,230.6814065
DAY1::DAY1_2021_1_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_45MIN,45,0.748,0.372,0.252,230.7193414
DAY1::DAY1_2021_1_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_60MIN,60,1,0.503,0,230.7247929
DAY1::DAY1_2021_11_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_05MIN,5,0,0,0,228.401
DAY1::DAY1_2021_11_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_10MIN,10,0.244,0.0235,0,228.6544394
DAY1::DAY1_2021_11_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_15MIN,15,0.244,0.0235,0,228.6544394
DAY1::DAY1_2021_11_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_20MIN,20,0.491,0.04,0,228.8787718
DAY1::DAY1_2021_11_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_30MIN,30,0.491,0.04,0,228.8787718
DAY1::DAY1_2021_11_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_45MIN,45,0.7515,0.0655,0,229.12591
DAY1::DAY1_2021_11_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_60MIN,60,1,0.086,0,229.3612137
DAY1::DAY1_2021_11_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_05MIN,5,0,0,1,
DAY1::DAY1_2021_11_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_10MIN,10,0.2485,0.0165,0.7515,229.0557599
DAY1::DAY1_2021_11_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_15MIN,15,0.2485,0.0165,0.7515,229.0557599
DAY1::DAY1_2021_11_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_20MIN,20,0.487,0.0425,0.513,229.1771788
DAY1::DAY1_2021_11_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_30MIN,30,0.487,0.0425,0.513,229.1771788
DAY1::DAY1_2021_11_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_45MIN,45,0.7425,0.06,0.2575,229.1633412
DAY1::DAY1_2021_11_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_60MIN,60,1,0.082,0,229.1800649
DAY1::DAY1_2021_12_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_05MIN,5,0,0,0,229.052
DAY1::DAY1_2021_12_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_10MIN,10,0.23,0.0485,0,229.2812641
DAY1::DAY1_2021_12_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_15MIN,15,0.23,0.0485,0,229.2812641
DAY1::DAY1_2021_12_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_20MIN,20,0.4715,0.1085,0,229.5429594
DAY1::DAY1_2021_12_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_30MIN,30,0.4715,0.1085,0,229.5429594
DAY1::DAY1_2021_12_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_45MIN,45,0.7335,0.162,0,229.8036665
DAY1::DAY1_2021_12_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_60MIN,60,1,0.21,0,230.0307164
DAY1::DAY1_2021_12_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_05MIN,5,0,0,1,
DAY1::DAY1_2021_12_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_10MIN,10,0.2465,0.0455,0.7535,229.7708023
DAY1::DAY1_2021_12_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_15MIN,15,0.2465,0.0455,0.7535,229.7708023
DAY1::DAY1_2021_12_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_20MIN,20,0.496,0.094,0.504,229.7567919
DAY1::DAY1_2021_12_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_30MIN,30,0.496,0.094,0.504,229.7567919
DAY1::DAY1_2021_12_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_45MIN,45,0.7455,0.1485,0.2545,229.7857267
DAY1::DAY1_2021_12_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_60MIN,60,1,0.2015,0,229.7862949
DAY1::DAY1_2021_14_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_05MIN,5,0,0,0,229.744
DAY1::DAY1_2021_14_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_10MIN,10,0.239,0.0985,0,229.9583153
DAY1::DAY1_2021_14_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_15MIN,15,0.239,0.0985,0,229.9583153
DAY1::DAY1_2021_14_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_20MIN,20,0.499,0.206,0,230.2010462
DAY1::DAY1_2021_14_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_30MIN,30,0.499,0.206,0,230.2010462
DAY1::DAY1_2021_14_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_45MIN,45,0.7405,0.3035,0,230.4307856
DAY1::DAY1_2021_14_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_60MIN,60,1,0.403,0,230.6628955
DAY1::DAY1_2021_14_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_05MIN,5,0,0,1,
DAY1::DAY1_2021_14_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_10MIN,10,0.2475,0.1045,0.7525,230.4889915
DAY1::DAY1_2021_14_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_15MIN,15,0.2475,0.1045,0.7525,230.4889915
DAY1::DAY1_2021_14_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_20MIN,20,0.4885,0.1995,0.5115,230.4641463
DAY1::DAY1_2021_14_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_30MIN,30,0.4885,0.1995,0.5115,230.4641463
DAY1::DAY1_2021_14_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_45MIN,45,0.7525,0.3065,0.2475,230.4645128
DAY1::DAY1_2021_14_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_60MIN,60,1,0.4185,0,230.5018875
DAY1::DAY1_2021_15_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_05MIN,5,0,0,0,230.521
DAY1::DAY1_2021_15_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_10MIN,10,0.25,0.154,0,230.7606383
DAY1::DAY1_2021_15_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_15MIN,15,0.25,0.154,0,230.7606383
DAY1::DAY1_2021_15_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_20MIN,20,0.504,0.3025,0,230.9922242
DAY1::DAY1_2021_15_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_30MIN,30,0.504,0.3025,0,230.9922242
DAY1::DAY1_2021_15_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_45MIN,45,0.7595,0.452,0,231.2320163
DAY1::DAY1_2021_15_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_60MIN,60,1,0.6035,0,231.4754099
DAY1::DAY1_2021_15_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_05MIN,5,0,0,1,
DAY1::DAY1_2021_15_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_10MIN,10,0.263,0.171,0.737,231.4920666
DAY1::DAY1_2021_15_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_15MIN,15,0.263,0.171,0.737,231.4920666
DAY1::DAY1_2021_15_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_20MIN,20,0.5095,0.311,0.4905,231.3645513
DAY1::DAY1_2021_15_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_30MIN,30,0.5095,0.311,0.4905,231.3645513
DAY1::DAY1_2021_15_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_45MIN,45,0.753,0.4575,0.247,231.3734548
DAY1::DAY1_2021_15_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_60MIN,60,1,0.5925,0,231.3383397
DAY1::DAY1_2021_16_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_05MIN,5,0,0,0,228.173
DAY1::DAY1_2021_16_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_10MIN,10,0.25,0.0175,0,228.3950642
DAY1::DAY1_2021_16_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_15MIN,15,0.25,0.0175,0,228.3950642
DAY1::DAY1_2021_16_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_20MIN,20,0.5,0.039,0,228.6231483
DAY1::DAY1_2021_16_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_30MIN,30,0.5,0.039,0,228.6231483
DAY1::DAY1_2021_16_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_45MIN,45,0.746,0.059,0,228.8420763
DAY1::DAY1_2021_16_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_60MIN,60,1,0.078,0,229.0766736
DAY1::DAY1_2021_16_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_05MIN,5,0,0,1,
DAY1::DAY1_2021_16_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_10MIN,10,0.242,0.0245,0.758,229.0137157
DAY1::DAY1_2021_16_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_15MIN,15,0.242,0.0245,0.758,229.0137157
DAY1::DAY1_2021_16_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_20MIN,20,0.4965,0.0445,0.5035,228.9858509
DAY1::DAY1_2021_16_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_30MIN,30,0.4965,0.0445,0.5035,228.9858509
DAY1::DAY1_2021_16_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_45MIN,45,0.7505,0.064,0.2495,228.9951096
DAY1::DAY1_2021_16_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_60MIN,60,1,0.09,0,228.9835181
DAY1::DAY1_2021_2_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_05MIN,5,0,1,0,230.049
DAY1::DAY1_2021_2_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_10MIN,10,0.25,1,0,230.2895531
DAY1::DAY1_2021_2_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_15MIN,15,0.25,1,0,230.2895531
DAY1::DAY1_2021_2_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_20MIN,20,0.496,1,0,230.5190428
DAY1::DAY1_2021_2_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_30MIN,30,0.496,1,0,230.5190428
DAY1::DAY1_2021_2_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_45MIN,45,0.747,1,0,230.7450198
DAY1::DAY1_2021_2_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_60MIN,60,1,1,0,230.9639358
DAY1::DAY1_2021_2_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_05MIN,5,0,0,1,
DAY1::DAY1_2021_2_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_10MIN,10,0.2525,0.2295,0.7475,230.8241435
DAY1::DAY1_2021_2_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_15MIN,15,0.2525,0.2295,0.7475,230.8241435
DAY1::DAY1_2021_2_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_20MIN,20,0.505,0.4665,0.495,230.8106094
DAY1::DAY1_2021_2_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_30MIN,30,0.505,0.4665,0.495,230.8106094
DAY1::DAY1_2021_2_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_45MIN,45,0.7485,0.6885,0.2515,230.7847083
DAY1::DAY1_2021_2_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_60MIN,60,1,0.914,0,230.7716355
DAY1::DAY1_2021_20_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_05MIN,5,0,1,0,231.616
DAY1::DAY1_2021_20_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_10MIN,10,0.259,1,0,231.8853374
DAY1::DAY1_2021_20_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_15MIN,15,0.259,1,0,231.8853374
DAY1::DAY1_2021_20_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_20MIN,20,0.5125,1,0,232.1368582
DAY1::DAY1_2021_20_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_30MIN,30,0.5125,1,0,232.1368582
DAY1::DAY1_2021_20_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_45MIN,45,0.7515,1,0,232.3564056
DAY1::DAY1_2021_20_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_60MIN,60,1,1,0,232.5759796
DAY1::DAY1_2021_20_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_05MIN,5,0,0,1,
DAY1::DAY1_2021_20_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_10MIN,10,0.2435,0.2435,0.7565,232.3437495
DAY1::DAY1_2021_20_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_15MIN,15,0.2435,0.2435,0.7565,232.3437495
DAY1::DAY1_2021_20_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_20MIN,20,0.51,0.51,0.49,232.3735209
DAY1::DAY1_2021_20_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_30MIN,30,0.51,0.51,0.49,232.3735209
DAY1::DAY1_2021_20_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_45MIN,45,0.7695,0.7695,0.2305,232.3486085
DAY1::DAY1_2021_20_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_60MIN,60,1,1,0,232.3722045
DAY1::DAY1_2021_21_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_05MIN,5,0,1,0,230.841
DAY1::DAY1_2021_21_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_10MIN,10,0.2425,1,0,231.0720524
DAY1::DAY1_2021_21_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_15MIN,15,0.2425,1,0,231.0720524
DAY1::DAY1_2021_21_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_20MIN,20,0.516,1,0,231.3369051
DAY1::DAY1_2021_21_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_30MIN,30,0.516,1,0,231.3369051
DAY1::DAY1_2021_21_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_45MIN,45,0.7655,1,0,231.5761737
DAY1::DAY1_2021_21_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_60MIN,60,1,1,0,231.7877942
DAY1::DAY1_2021_21_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_05MIN,5,0,0,1,
DAY1::DAY1_2021_21_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_10MIN,10,0.246,0.246,0.754,231.6040951
DAY1::DAY1_2021_21_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_15MIN,15,0.246,0.246,0.754,231.6040951
DAY1::DAY1_2021_21_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_20MIN,20,0.496,0.496,0.504,231.584855
DAY1::DAY1_2021_21_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_30MIN,30,0.496,0.496,0.504,231.584855
DAY1::DAY1_2021_21_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_45MIN,45,0.743,0.743,0.257,231.5614268
DAY1::DAY1_2021_21_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_60MIN,60,1,1,0,231.5823962
DAY1::DAY1_2021_22_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_05MIN,5,0,0,0,229.778
DAY1::DAY1_2021_22_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_10MIN,10,0.245,0.1125,0,230.0189061
DAY1::DAY1_2021_22_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_15MIN,15,0.245,0.1125,0,230.0189061
DAY1::DAY1_2021_22_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_20MIN,20,0.4985,0.231,0,230.2761364
DAY1::DAY1_2021_22_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_30MIN,30,0.4985,0.231,0,230.2761364
DAY1::DAY1_2021_22_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_45MIN,45,0.7465,0.336,0,230.4930615
DAY1::DAY1_2021_22_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_60MIN,60,1,0.4455,0,230.7320925
DAY1::DAY1_2021_22_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_05MIN,5,0,0,1,
DAY1::DAY1_2021_22_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_10MIN,10,0.245,0.1145,0.755,230.5546315
DAY1::DAY1_2021_22_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_15MIN,15,0.245,0.1145,0.755,230.5546315
DAY1::DAY1_2021_22_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_20MIN,20,0.51,0.243,0.49,230.5893342
DAY1::DAY1_2021_22_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_30MIN,30,0.51,0.243,0.49,230.5893342
DAY1::DAY1_2021_22_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_45MIN,45,0.751,0.3655,0.249,230.6244298
DAY1::DAY1_2021_22_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_60MIN,60,1,0.4895,0,230.6163048
DAY1::DAY1_2021_26_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_05MIN,5,0,1,0,231.648
DAY1::DAY1_2021_26_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_10MIN,10,0.255,1,0,231.8923131
DAY1::DAY1_2021_26_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_15MIN,15,0.255,1,0,231.8923131
DAY1::DAY1_2021_26_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_20MIN,20,0.507,1,0,232.1334488
DAY1::DAY1_2021_26_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_30MIN,30,0.507,1,0,232.1334488
DAY1::DAY1_2021_26_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_45MIN,45,0.7465,1,0,232.3726724
DAY1::DAY1_2021_26_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_60MIN,60,1,1,0,232.585348
DAY1::DAY1_2021_26_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_05MIN,5,0,0,1,
DAY1::DAY1_2021_26_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_10MIN,10,0.25,0.2365,0.75,232.3501385
DAY1::DAY1_2021_26_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_15MIN,15,0.25,0.2365,0.75,232.3501385
DAY1::DAY1_2021_26_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_20MIN,20,0.5035,0.4755,0.4965,232.3299049
DAY1::DAY1_2021_26_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_30MIN,30,0.5035,0.4755,0.4965,232.3299049
DAY1::DAY1_2021_26_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_45MIN,45,0.752,0.715,0.248,232.3389643
